propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,neighborhood,newDevelopmentFinished,snapshotDate,formerPrice,priceChange,isPriceLowered,hasParkingSpace,isParkingSpaceIncludedInPrice,parkingSpacePrice,totalPrice,distanceToCityCenter,distanceToNearestMall,nearestMallName,distanceToNearestTrain,nearestTrainName,distanceToNearestFair,nearestFairName,distanceToNearestPark,nearestParkName,distanceToNearestMarket,nearestMarketName,distanceToNearestMetro,nearestMetroName,distanceToNearestViewpoint,nearestViewpointName,distanceToNearestPlayground,nearestPlaygroundName,distanceToNearestBus,nearestBusName,distanceToNearestTram,nearestTramName
33868627,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1c/c0/bc/269371064.webp,747913,5,,1400.0,flat,rent,60.0,1,1,rua do Cardal de São José,Lisboa,Santo António,Campo de Santana - Santa Marta,pt,38.7202344,-9.143949,False,https://www.idealista.pt/imovel/33868627/,1861.0,"RESERVAS E PEDIDOS DE INFORMAÇÃO Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”. TERMOS E CONDIÇÕES DE ALOJAMENTO: - Data de Disponibilidade: 17/01/2025 - Duração Mínima de Aluguer: 31 dias - Número Máximo de Hóspedes: 1 - Todas as Despesas Incluídas: Não, para mais informações visite o site - Adicional:  - Animais de Estimação Não Permitido  - Fumadores Não Permitido DETALHES DA PROPRIEDADE  - Localização: Localizado on Avenida da Liberdade em Lisbon com uma variedade de opções de refeições, lojas essenciais e atividades para fazer, com fácil acesso aos transportes públicos. 1 quartos em Apartment com 1 casas de banho. Características  - Wi fi  - Cable tv  - Tv  - Microwave  - Dishwasher SOBRE A UNIPLACES O Seu Local de Confiança para Encontrar Casa Como uma plataforma online pioneira, a Uniplaces liga indivíduos, sejam estudantes, profissionais ou famílias, a uma variedade de alojamentos para arrendamento. O nosso compromisso vai para além das listagens - verificamos cada propriedade para garantir que cumpre os nossos rigorosos critérios de conforto e conveniência. Escolha a Uniplaces para uma jornada de arrendamento suave, fiável e com uma excelente relação qualidade-preço.",False,good,False,False,23.333333333333332,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Apartamento na rua do Cardal de São José'}",False,False,False,False,False,False,,False,2025-01-13,1500.0,100.0,False,False,False,0.0,1400.0,2096.6289344395063,73.029812893023,Tivoli Forum,823.3202442877493,Rossio,133.96498167907987,Feira do Passeio Público,178.42173050639036,Jardins da Avenida da Liberdade,1935.5205518337407,Mercado da Ribeira,178.9342409590111,Avenida,323.7347301800961,Miradouro do Torel,284.33647049521,Parque Infantil do Jardim do Torel,152.55951465720187,Avenida da Liberdade,599.2734568029127,Elevador da Glória
33868624,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a5/4e/ef/269370525.webp,124931015-107,12,5,1200.0,flat,rent,81.0,1,1,avenida Engenheiro Arantes e Oliveira,Lisboa,Areeiro,Olaias,pt,38.7421555,-9.12427,False,https://www.idealista.pt/imovel/33868624/,1698.0,Apartamento T1 para arrendamento com parqueamento e arrecadação nas Olaias. Prédio recente com portaria a poucos metros da estação de metro. Imóvel com cozinha equipada e com alguma mobilia. Pronto a ser habitado.  Licença de habitação nº430. Emitido pela Camara de Lisboa. 1 bedroom apartment for rent with parking and storage room in Olaias. Recent building with concierge a few meters from the metro station. Property with equipped kitchen and some furniture. Ready to be inhabited.    Habitation License No. 430. Issued by the Lisbon City Council. Appartement de 1 chambre à louer avec parking et débarras à Olaias. Immeuble récent avec concierge à quelques mètres de la station de métro. Propriété avec cuisine équipée et quelques meubles. Prêt à être habité.    Permis d’habitation n° 430. Publié par la mairie de Lisbonne.  Licença de Utilização - 430.,False,good,False,True,14.814814814814817,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Apartamento na avenida Engenheiro Arantes e Oliveira'}",False,False,False,False,False,False,,False,2025-01-13,1200.0,0.0,False,True,True,0.0,1200.0,5155.8413532161885,478.3572445821642,Olaias Plaza,798.4608379045935,Chelas,1570.1118498834091,Feira São João de Deus,391.756944982215,Parque da Bela Vista,815.4455133135897,Mercado da Picheleira - Mercado Alfacinha,316.17781417347135,Olaias,1833.225151337999,Miradouro da Penha de França,369.13637940365237,Parque Infantil da Bela Vista Zona Sul (Área recreativa e desportiva),318.7962977425219,Olaias (Piscina),2748.162555075429,Rua do Forno do Tijolo
33868601,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/8a/54/0b/269369240.webp,90355_251224,17,4,780.0,flat,rent,50.0,1,1,rua Montepio Geral,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7462568,-9.1841677,False,https://www.idealista.pt/imovel/33868601/,3743.0,"Disponível em: 01/02/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  50€ to be paid in the check-in for administrative expenses + 1 monthly rent in advance Aviso de cancelamento: 1 meses O apartamento está a partir do dia 2025-02-01. Há 1 quarto(s), 1 banheiro(s). As despesas do condomínio não estão incluídas no aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,15.6,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento na rua Montepio Geral'}",False,False,False,False,False,False,,False,2025-01-13,780.0,0.0,False,False,False,0.0,780.0,7782.648860247989,471.6664998457703,Galerias Teteia,1736.7920603572597,Benfica,2090.647388484778,Feira da Luz,141.18565172691345,Jardim do Beau -Séjour,1148.095631171604,Mercado Levante do Colégio Militar,696.7714260478408,Alto dos Moinhos,1513.7927635228036,Miradouro do Calhau,285.90546793411664,Parque Infantil do Largo do Conde de Bonfim,89.74177545502144,Pupilos do Exército,3700.136858975649,Campolide (Avenida Conselheiro Fernando Sousa)
33868592,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/0b/7e/67/269369009.webp,158485_251224,44,,3210.0,flat,rent,102.0,4,2,rua Barbosa Cólen,Lisboa,Areeiro,Arco do Cego,pt,38.7403681,-9.1409302,False,https://www.idealista.pt/imovel/33868592/,409.0,"Disponível em: 25/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  NOT INCLUDED IN PRICE: Cleaning Fee(NOT OPTIONAL, NOT REFUNDABLE): 135 (FlatPerStay - a fixed value will be added once per whole stay)    Cleaning fee: 135 O apartamento está a partir do dia 2025-01-25. O apartamento tem uma área total de 102 metros quadrados. Há 4 quarto(s), 2 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,31.470588235294116,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Apartamento na rua Barbosa Cólen'}",False,False,False,False,False,False,,False,2025-01-13,3210.0,0.0,False,False,False,0.0,3210.0,4785.224737433191,323.82980675678954,Galeria Via Veneto,1061.3722096499243,Entrecampos,314.5663450935006,Feira São João de Deus,314.5663450935006,Jardim Irmã Lúcia,94.02000273228903,Mercado Arco do Cego,645.5120637572874,Campo Pequeno,1737.8968800534776,Miradouro da Penha de França,280.58576778277376,Parque Infantil da Praça de Londres,277.7072723232686,Avenida João XXI,2514.093533523117,Rua Maria
33868555,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/19/cf/b6/269368443.webp,164965_251224,20,,1005.0,studio,rent,50.0,0,1,travessa Artur Lamas,Lisboa,Alcântara,Junqueira,pt,38.6997469,-9.1905838,False,https://www.idealista.pt/imovel/33868555/,5863.0,"Disponível em: 13/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  Admin Fee: 195€ O apartamento está imediatamente. Há 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,20.1,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Alcântara, Lisboa', 'title': 'T0 na travessa Artur Lamas'}",False,False,False,False,False,False,,False,2025-01-13,1005.0,0.0,False,False,False,0.0,1005.0,6220.961856754907,1129.704759350874,Armazéns da Ajuda,896.4541873823957,Belém,1422.5716057697564,Lx Market ,545.5742253015952,Jardim do Palácio Valle Flor,1488.805417594439,Mercado de Alcântara / Rosa Agulhas,4944.257354742116,Rato,946.4401935423659,Miradouro de Santo Amaro,384.58628729129043,Parque Infantil da Rua de Diogo Cão,73.91120989965167,Calçada da Boa Hora,247.04838358163352,Rua Pinto Ferreira
33868552,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/72/37/21/269368375.webp,127225_251224,28,4,6910.0,flat,rent,65.0,4,2,avenida Almirante Reis,Lisboa,Areeiro,Centro,pt,38.7379083,-9.1334144,False,https://www.idealista.pt/imovel/33868552/,811.0,"Disponível em: 13/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Aviso de cancelamento: 0 meses O apartamento está imediatamente. Há 4 quarto(s), 2 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,True,106.3076923076923,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Apartamento na avenida Almirante Reis'}",False,False,False,False,False,False,,False,2025-01-13,6910.0,0.0,False,False,False,0.0,6910.0,4401.9628378526,114.3631047942212,Galeria Comercial da Alameda / Metro,1124.0524424076432,Roma Areeiro,722.3799275685261,Feira São João de Deus,132.70185679644922,Jardim da Alameda Dom Afonso Henriques,413.7586048559243,Mercado de Arroios,129.47731319591023,Alameda,1058.7305018600925,Miradouro da Penha de França,112.183163627175,Parque Infantil da Alameda Dom Afonso Henriques,128.06427366857022,Alameda Dom Afonso Henriques,2008.2653330385042,Rua do Forno do Tijolo
33868451,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/af/94/9c/269342791.webp,C0429-00401,15,,1750.0,flat,rent,81.0,2,1,Campo Grande,Lisboa,Alvalade,Campo Grande,pt,38.752364,-9.1671302,False,https://www.idealista.pt/imovel/33868451/,2726.0,"T2 com excelente localização em Lisboa, próximo a serviços essenciais e com ótima acessibilidade. Com uma área útil de 72m², o imóvel oferece conforto e funcionalidade, ideal para quem valoriza a praticidade do dia a dia. O apartamento conta com uma cozinha semi-equipada, um lugar de parqueamento privativo e arrecadação para maior conveniência. Além disso, dispõe de uma divisão extra, que pode ser utilizada como escritório ou despensa, oferecendo maior versatilidade. A configuração do espaço inclui ainda dois quartos, uma sala ampla e bem iluminada, além de uma casa de banho. Localização privilegiada: Situado a poucos minutos do Hospital de Santa Maria, garantindo acesso rápido a cuidados de saúde; Próximo de diversos pontos de comércio, como supermercados (Continente e Pingo Doce), farmácias, cafés e restaurantes; Fácil acesso a transportes públicos, que conectam rapidamente às principais áreas de Lisboa. Fiador é um fator preferencial e os inquilinos deverão apresentar rendimentos compatíveis com o valor do arrendamento. Para mais informações não hesite em contactar.",False,good,False,False,21.604938271604937,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,,False,2025-01-13,2000.0,250.0,False,True,True,0.0,1750.0,7356.463560273713,586.5968360016147,Galerias Atlanta Park,1760.548889052822,Sete Rios,2254.8439961436775,Feira da Luz,279.58827879542855,Jardim da Quinta dos Barros,704.3774894643182,Mercado Bairro São João,796.4214593509973,Laranjeiras,2401.960400031662,Miradouro do Calhau,279.58812273726824,Parque Infantil da Azinhaga dos Barros,108.71016551236437,Rua António Albino Machado / Rua São Tomás de Aquino,3635.7599193341234,Campolide (Avenida Conselheiro Fernando Sousa)
33868413,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3e/9d/f9/269341817.webp,C0429-00400,24,,1900.0,flat,rent,112.0,2,1,Centro,Lisboa,Campolide,Centro,pt,38.7262104,-9.1632524,False,https://www.idealista.pt/imovel/33868413/,2146.0,"Apresentamos este espaçoso T2 com 96 m² de área útil, disponível para arrendamento numa localização central e privilegiada de Lisboa, a poucos minutos a pé das Amoreiras e do prestigiado Liceu Francês Charles Lepierre. O apartamento destaca-se pelas áreas amplas em todas as divisões, proporcionando conforto e funcionalidade, bem como pelo terraço privativo de 46 m², ideal para momentos de lazer ao ar livre. Com uma sala de estar generosa de 30 m², equipada com lareira, o apartamento oferece um espaço acolhedor e confortável. A cozinha está equipada com placa e forno SMEG e máquina de lavar roupa Ariston, garantindo praticidade no dia a dia. Os dois quartos, com 18 m² e 16 m², têm áreas amplas e luminosas, assegurando o máximo conforto. O logradouro privativo com 46 m², equipado com churrasqueira, é um dos grandes atrativos deste imóvel, sendo perfeito para quem valoriza um espaço exterior exclusivo. As janelas com vidro duplo, instaladas em 2021, oferecem um excelente isolamento térmico e acústico, garantindo um ambiente tranquilo em qualquer época do ano. O apartamento inclui também uma arrecadação, e o prédio, de placa, está equipado com dois elevadores, garantindo facilidade de acesso. Nota: O apartamento não é arrendado com mobília. Para mais informações ou para agendar uma visita, não hesite em contactar-nos.",False,good,False,True,16.964285714285715,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,,False,2025-01-13,2100.0,200.0,False,False,False,0.0,1900.0,4120.458067453609,445.60010048811233,Amoreiras Shopping Center,1015.2386727106165,Campolide,2049.745620258932,Feira Biológica do Príncipe Real,353.47782843473306,Jardim do Aqueduto das Águas Livres ,1478.7547000469378,Mercado Campo de Ourique,1286.4229897860096,Rato,1141.8277953783168,Miradouro do Parque Eduardo VII,104.52736950839642,Parque Infantil Rua de Campolide,134.49057233534623,Cruz das Almas,155.94096184514433,Campolide
33868262,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3d/c1/81/269332090.webp,131664_241224,19,bj,6500.0,flat,rent,50.0,2,2,rua Damasceno Monteiro,Lisboa,Arroios,Anjos,pt,38.7210571,-9.1316981,False,https://www.idealista.pt/imovel/33868262/,2007.0,"Disponível em: 24/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-01-24. Há 2 quarto(s), 2 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,130.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Apartamento na rua Damasceno Monteiro'}",False,False,False,False,False,False,,False,2025-01-13,6500.0,0.0,False,False,False,0.0,6500.0,2035.6938425334145,784.029756474667,Centro Comercial Mouraria,1405.294176988366,Santa Apolónia,518.3108400345326,Feira de Artesanato Urbano da Graça,297.4979298159615,Miradouro da Senhora do Monte,2001.2559239170994,Mercado de Arroios,502.88791672498024,Intendente,330.210282560113,Miradouro da Senhora do Monte,286.8067325436836,Parque Infantil da Rua Natália Correia,6.487619712748542,Rua Damasceno Monteiro,194.8893726099434,Rua Angelina Vidal
33868136,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/0e/66/bd/269329160.webp,123751188-120,30,bj,1400.0,flat,rent,109.0,2,1,praça Afonso de Albuquerque s/n,Lisboa,Belém,Centro,pt,38.6966661,-9.201112,True,https://www.idealista.pt/imovel/33868136/,6764.0,"Apartamento T2, situado em Pedrouços, junto à Av. da Torre de Belém, a 5 minutos a pé do Mosteiro dos Jerónimos. Com cozinha equipada e um espaço privativo na cobertura que poderá servir de estendal ou arrumos. Totalmente remodelado, a sala e os quartos com boas dimensões e muita luz natural. Com todo o tipo de comércio e serviços, bons restaurantes, farmácias, centro de saúde, hospitais e boas escolas públicas e privadas. A cinco minutos a pé dos jardins de Belém, à beira do Rio Tejo, com ciclovia e via pedonal até Cascais. Bons acessos, A5, CRIL/IC17, CREL, Avenida Marginal, IC19 Sintra. **Licença de Utilização nº164, emitida a 01/06/1962 pela Câmara Municipal de Lisboa** _______________________________________________ 2-bedr. apartment in Pedrouços, next to Torre de Belém Avenue, a 5-minute walk from the Jerónimos Monastery. With an equipped kitchen and a private space on the roof that can be used as a clothesline or storage. Completely refurbished, the living room and bedrooms are of good size and have plenty of natural light. With all kinds of shops and services, good restaurants, pharmacies, health centers, hospitals and good public and private schools. A five-minute walk from the gardens of Belém, on the banks of the River Tagus, with a cycle and pedestrian path to Cascais. Good access, A5, CRIL/IC17, CREL, Avenida Marginal, IC19 Sintra.",False,good,False,False,12.844036697247706,{'typology': 'flat'},"{'subtitle': 'Belém, Lisboa', 'title': 'Apartamento na praça Afonso de Albuquerque s/n'}",False,False,False,False,False,False,,False,2025-01-13,1400.0,0.0,False,False,False,0.0,1400.0,7453.9894156203045,952.5980788431307,Armazéns da Ajuda,435.3160865843059,Belém,241.18031961247812,"Feira de Antiguidades, Velharias e Artesanato",91.27223077007449,Jardim Afonso de Albuquerque,2732.2573136425444,Mercado de Alcântara / Rosa Agulhas,6159.36393894086,Rato,670.8613891525363,Miradouro do Padrão dos Descobrimentos,259.5058458333014,Parque Infantil do Jardim Vasco da Gama,79.47221813584518,Belém,272.7747764160708,Belém
33868126,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/62/b7/4b/269329084.webp,123751391-207,22,2,1900.0,flat,rent,96.0,2,1,avenida de Roma s/n,Lisboa,Alvalade,Alvalade,pt,38.7482449,-9.1414475,True,https://www.idealista.pt/imovel/33868126/,1260.0,"T2 | Renovado | Luminoso | Bairro São Miguel | Alvalade Apartamento de 3 assoalhadas, recentemente renovado, combina acabamentos de alta qualidade com uma localização privilegiada, proporcionando conforto e praticidade para quem procura um lar acolhedor e funcional. Boa exposição solar Inserido em prédio com 1 elevador, junto ao Frutalmeidas. Composto por sala com imensa luz natural durante todo o dia (virada a sul) varanda corrida, cozinha equipada, despensa, 2 quartos e uma casa de banho completa e muito espaçosa. Caixilharia com vidros duplos, ar condicionado na sala e dois quartos. Características do Apartamento: Espaçoso e bem distribuído: Totalmente renovado; Prédio familiar e tranquilo; Cozinha Equipada: placa, forno, exaustor, frigorífico combinado, máquina de lavar louça, termo acumulador para aquecimento de águas. Ar condicionado nos quartos e sala; Pavimento envernizado; Caixilharia recente; Localização: No Bairro de S. Miguel em Alvalade, no coração da cidade, uma das zonas mais centrais e procuradas de Lisboa, com uma vasta oferta de comércio, serviços, jardins, escolas e transportes públicos. Zona sossegada com facilidade de estacionamento em ruas de uso residencial. Continente e Pingo Doce a 5 minutos a pé; Inatel e Escola Secundária Rainha Dona Leonor a 10 minutos; Metro (estação Roma) a 1 minuto a pé. Estação de comboios Roma - Areeiro, a 2 minutos a pé. Contacte-me obter mais informações sobre este fantástico apartamento e agendar uma visita! ** Licença de Utilização Nº 56 emitida a 02/02/1953 pela CML ** T2 | Renovated | Bright | São Miguel neighborhood | Alvalade This recently renovated 3-room apartment combines high-quality finishes with a privileged location, providing comfort and practicality for those looking for a cozy and functional home. Good sun exposure Inserted in a building with 1 elevator, next to Frutalmeidas. Comprising a living room with lots of natural light throughout the day (south-facing), a balcony, an equipped kitchen, a pantry, 2 bedrooms and a full and very spacious bathroom. Double glazed window frames, air conditioning in the living room and two bedrooms. Apartment features: Spacious and well distributed: Fully renovated; Quiet family building; Fully equipped kitchen: hob, oven, extractor fan, combined fridge-freezer, dishwasher, water heater. Air conditioning in bedrooms and living room; Varnished floors; Recent window frames; Location: In Bairro de S. Miguel in Alvalade, in the heart of the city, one of Lisbon's most central and sought-after areas, with a wide range of shops, services, gardens, schools and public transport. Quiet area with easy parking in residential streets. Continente and Pingo Doce a 5-minute walk away; Inatel and Rainha Dona Leonor Secondary School 10 minutes away; Metro (Roma station) 1 minute walk away. Roma - Areeiro train station, 2 minutes' walk away. Contact me for more information about this fantastic apartment and to arrange a viewing! ** Use Permit nº 56 issued on the 02/02/1953 by CML**.",False,good,False,True,19.791666666666668,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Apartamento na avenida de Roma s/n'}",False,False,False,False,False,False,,False,2025-01-13,2100.0,200.0,False,False,False,0.0,1900.0,5908.335389751895,742.5087297315088,Galeria Comercial CP,891.4890788863845,Roma Areeiro,852.8326569351865,Feira de Artesanato Português,741.0823372837872,Praça Afrânio Peixoto,366.32203516266287,Mercado Alvalade Sul,11.810101502876137,Roma,1801.268798601859,"Miradouro do Parque da Bela Vista
Miradouro do Parque da Bela Vista",267.1252324225564,Parque Infantil da Avenida Estados Unidos da América- Lado Nascente,123.29593128689498,Bairro de São Miguel - Avenida de Roma,3605.1734524481067,Rua Maria
33868157,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5c/d2/dd/269329049.webp,120521519-303,30,,2500.0,flat,rent,132.0,3,2,rua Professor Salazar de Sousa s/n,Lisboa,Lumiar,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,pt,38.765794,-9.1549363,True,https://www.idealista.pt/imovel/33868157/,3378.0,"Apartamento T3 para arrendamento com Parqueamento e Arrecadação no Lumiar – Totalmente RenovadoEste apartamento no 10º andar, situado no Lumiar, oferece uma experiência única de conforto e modernidade. Recentemente renovado, o imóvel apresenta uma cozinha completamente nova e um interior totalmente pintado, garantindo que o próximo inquilino será o primeiro a usufruir de todas as melhorias realizadas.  Obras Recentes: Cozinha completamente remodelada: A cozinha antiga foi substituída por uma nova, com canalizações, móveis e pavimento totalmente renovados, além de estar equipada com electrodomésticos modernos, incluindo: Placa de indução ""Confortec"" Forno ""Indesit"" Exaustor Bomba de calor ""Teka"" Combinado ""Samsung"" Máquina de lavar loiça ""Jocel"" Máquina de lavar roupa ""Elecsan"" Inclui ainda 1 despensa prática integrada. Imóvel totalmente pintado, conferindo um ambiente fresco e acolhedor. Instalação de janelas de vidro duplo na sala, na suíte e nos dois quartos, proporcionando conforto térmico e acústico. Adicionalmente, as janelas dos dois quartos são oscilobatentes, garantindo maior funcionalidade. Casas de banho com obras de manutenção, assegurando funcionalidade e uma estética cuidada. Nota: A certificação energética do imóvel foi realizada antes da substituição das janelas e das obras de renovação recentemente efetuadas.  Características do Imóvel:  Tipologia T3, com 1 suíte e 2 quartos, todos com roupeiros embutidos Sala ampla e bem iluminada, com pavimento de madeira, tal como nos quartos, suite e hall 1 Parqueamento e 1 arrecadação, localizados no piso -1, lado a lado para maior conveniência O prédio, equipado com 2 elevadores recentemente substituídos e videoporteiro, está em excelente estado de conservação, tendo a sua fachada sido renovada há cerca de 5 anos. Localização Privilegiada: Este apartamento beneficia de uma localização excepcional, próximo do Parque Quinta das Conchas e Quinta dos Lilases, considerado o segundo maior pulmão verde de Lisboa, ideal para piqueniques, corrida e momentos em família. A zona é bem servida de comércio e serviços, incluindo o Hospital Pulido Valente, Pingo Doce, Padaria Portuguesa, Farmácia e Clube de Ténis Lambert Club. Também está próximo de vários colégios e universidades, como o Colégio de Santa Doroteia, Colégio de São Tomás, Universidade Lusófona e a Cidade Universitária, entre outros. Em termos de acessos rodoviários, o imóvel encontra-se perto da 2.ª Circular, do Eixo Norte-Sul e da Avenida Padre Cruz, que ligam diretamente à A8 e.",False,good,False,False,18.939393939393938,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Apartamento na rua Professor Salazar de Sousa s/n'}",True,False,False,False,False,False,,False,2025-01-13,2500.0,0.0,False,False,False,0.0,2500.0,8651.22795500188,407.6461179804553,Modelo Bonjour Galerias Lambert ,3125.5653106711616,Entrecampos,3328.4761925026914,Feira da Luz,642.6542346080743,Parque da Quinta das Conchas e dos Lilases,2155.671870347097,Mercado Alvalade Norte,251.63935678326192,Quinta das Conchas,3317.496991951636,"Miradouro do Parque da Bela Vista
Miradouro do Parque da Bela Vista",194.56737637693118,Parque Infantil do Parque Europa,115.98171861143811,Rua Manuel Marques,5548.247990292429,Campolide (Avenida Conselheiro Fernando Sousa)
