propertyCode,externalReference,numPhotos,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,change,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,savedAd,notes,topNewDevelopment,topPlus,thumbnail,floor,neighborhood,parkingSpace,highlight,newDevelopmentFinished
34141852,EuLisboa_M3V,24,850000.0,"{'price': {'amount': 850000.0, 'currencySuffix': '€'}}",flat,sale,100.0,1,1,Príncipe Real - São Bento,Lisboa,Misericórdia,Príncipe Real - São Bento,pt,38.7143567,-9.1470479,False,https://www.idealista.pt/imovel/34141852/,"Apartamento T1 peça única no coração do Príncipe Real Descubra esta verdadeira joia no centro do Príncipe Real, um apartamento T1 inserido numa elegante moradia de traça antiga, junto ao jardim. Esta peça única destaca-se pela sua fabulosa decoração e pela atmosfera acolhedora e sofisticada que proporciona. O apartamento é composto por uma sala em open space, inteligentemente dividida em zona de estar, área de jantar e um espaço de escritório, ideal para quem procura conforto e funcionalidade. A cozinha, totalmente equipada, oferece praticidade no dia a dia, contando ainda com uma despensa para maior organização. O quarto, espaçoso e elegante, dispõe de um generoso closet, garantindo um espaço de arrumação eficiente. A casa de banho, com acabamentos requintados, completa esta magnífica habitação. Com vistas deslumbrantes para o jardim e um ambiente de requinte, este apartamento destaca-se pelo charme intemporal e pelo cuidado na decoração, sendo uma oportunidade rara para quem deseja viver num dos bairros mais exclusivos e vibrantes de Lisboa. Unique 1-bedroom apartment in the heart of Príncipe Real Discover this true gem in the centre of Príncipe Real, a 1-bedroom apartment set in an elegant old house, next to the garden. This unique piece stands out for its fabulous décor and the welcoming and sophisticated atmosphere it provides. The apartment consists of an open-plan living room, cleverly divided into a living area, dining area and an office space, ideal for those seeking comfort and functionality. The fully equipped kitchen offers practicality in everyday life, and also has a pantry for greater organization. The spacious and elegant bedroom has a generous closet, ensuring efficient storage space. The bathroom, with exquisite finishes, completes this magnificent home. With stunning views of the garden and an atmosphere of refinement, this apartment stands out for its timeless charm and careful decoration, being a rare opportunity for those who wish to live in one of the most exclusive and vibrant neighbourhoods in Lisbon.  Categoria Energética: B  ref: EuLisboa_M3V.",False,good,False,False,8500.0,{},{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Apartamento'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/44/ea/58/282178732.webp,,,,,
34092880,ED1074,18,499000.0,"{'price': {'amount': 499000.0, 'currencySuffix': '€'}}",flat,sale,90.0,3,2,Avenida do Uruguai,Lisboa,Benfica,Avenida do Uruguai,pt,38.7523811,-9.1950165,False,https://www.idealista.pt/imovel/34092880/,"Apresento-vos este imóvel em Benfica totalmente remodelado com Openspace cozinha toda equipada e sala c/40- 1wc social, c/4m2 hall c/5m2 -3 Quartos-1º-c/13m2com Roupeiro embutido, o 2º c/15m2 c/Roupeiro e o 3º com suite 20m2. Caixilharia lacada a branco, vidros duplos. Porta Blindada A informações disponibilizadas, não dispensam a sua confirmação nem pode ser considerada vinculativa.  Categoria Energética: E  ref: ED1074.",False,good,False,True,5544.0,{},{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Apartamento'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/6f/ee/f5/280215702.webp,1,,,,
34117345,ED1077,22,245000.0,"{'price': {'amount': 245000.0, 'currencySuffix': '€'}}",flat,sale,56.0,2,1,Beato,Lisboa,Beato,,pt,38.7349425,-9.122135,False,https://www.idealista.pt/imovel/34117345/,"Apresentamos este magnífico apartamento T1 transformado em T2 com aproveitamento do sótão em Penha de França situado numa localização privilegiada! Localização de Excelência: Fácil acesso a transportes públicos e principais vias em Lisboa, Características do Imóvel: Open space moderno e funcional e equipada, Com 2 ar condicionado, Vista deslumbrante de Lisboa e desafogada, Prédio sem elevador, Não perca esta oportunidade! Agende já a sua visita. As informações disponibilizadas, não dispensam a sua confirmação nem podem ser consideradas vinculativas. Características Classe Energética D  Categoria Energética: D  ref: ED1077.",False,good,False,False,4375.0,{},{'typology': 'flat'},"{'subtitle': 'Beato, Lisboa', 'title': 'Apartamento'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/14/ac/3c/281223334.webp,2,,,,
34141815,PE-123751625-3,18,1070000.0,"{'price': {'amount': 1070000.0, 'currencySuffix': '€'}}",flat,sale,205.0,4,3,Santa Catarina,Lisboa,Misericórdia,Santa Catarina,pt,38.7110428,-9.1459464,False,https://www.idealista.pt/imovel/34141815/,"Sofisticação e Espaço no Coração da Misericórdia – T4 com 5 Varandas e 205m²Na emblemática Rua da Hera, no coração da freguesia da Misericórdia, encontra este magnífico apartamento T4 que combina charme, espaço e uma localização privilegiada. Com uma generosa área bruta privativa de 205m², este imóvel de 8 divisões destaca-se pela sua amplitude e luminosidade, proporcionando um ambiente confortável e versátil para quem procura uma casa no centro da cidade. Características que fazem a diferença: - Quatro quartos espaçosos – Versatilidade para famílias ou para quem procura espaço extra para escritório ou lazer. - Cinco varandas – Aproveite a vista desafogada sobre a cidade e desfrute de momentos de tranquilidade ao ar livre. - Três casas de banho – Praticidade e conforto para toda a família. - Divisões amplas e bem distribuídas – 199m² de área útil que garantem funcionalidade e conforto. - 1º andar sem elevador – Fácil acesso com a vantagem de menor custo de condomínio. Uma localização que valoriza o seu dia a dia: • A poucos passos de transportes públicos, garantindo mobilidade eficiente. • Próximo de comércio local e serviços, onde tudo o que precisa está à sua porta. • Facilidade de estacionamento nas imediações, pois tem a possibilidade de estacionamento com avença no parque da Emel em frente ao prédio ""Calçada do Combro"". Este apartamento encontra-se usado e com necessidade de atualização, oferecendo a oportunidade perfeita para transformar este espaço ao seu gosto, mantendo o seu charme original. Se procura um imóvel com carácter, espaço e potencial num dos bairros mais icónicos de Lisboa, esta é a sua oportunidade. Agende já a sua visita e venha sentir a energia única deste espaço! Para mais informações, visite o nosso site da Remax Prestige e contacte-me! Sophistication and Space in the Heart of Misericórdia – 4-Bedroom Apartment with 5 Balconies and 205m²Located on the emblematic Rua da Hera, in the heart of Misericórdia, this magnificent 4-bedroom apartment combines charm, space, and a prime location. With a spacious private gross area of 279m², this 8-room property stands out for its generous space and natural light, providing a comfortable and versatile environment for those looking for a home in the city center. Key Features: - Four spacious bedrooms – Ideal for families or those who need extra space for an office or leisure. - Five balconies – Enjoy an unobstructed view of the city and relaxing outdoor moments. - Three bathrooms – Practicality and comfort for the whole family. - Large, well-distributed areas – 199m² of usable space ensuring functionality and comfort. - 1st floor without an elevator – Easy access with the advantage of lower condominium costs. A Location That Enhances Your Daily Life: • Just steps away from public transport, ensuring efficient mobility. • Close to local shops and services, with everything you need at your doorstep. • Parking convenience nearby, with the possibility of a monthly parking subscription at the Emel parking lot in front of the building on Calçada do Combro. This apartment is used and requires updating, offering the perfect opportunity to transform this space to your taste while maintaining its original charm. If you're looking for a home with character, space, and potential in one of Lisbon’s most iconic neighborhoods, this is your chance. Schedule your visit now and experience the unique energy of this property! For more information, visit our Remax Prestige website and contact me!",False,renew,False,,5220.0,{},{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Apartamento'}",True,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/e4/2e/11/282177007.webp,,,,,
34141698,124151054-74,27,230000.0,"{'price': {'amount': 230000.0, 'currencySuffix': '€'}}",studio,sale,47.0,0,1,avenida Mouzinho de Albuquerque,Lisboa,Penha de França,Alto de São João - Alto do Varejão,pt,38.7319504,-9.1268256,False,https://www.idealista.pt/imovel/34141698/,"IMÓVEL ARRENDADO ATÉ ABRIL DE 2026  Apartamento T0 (1 divisão quarto/sala), junto à Praça Paiva Couceiro em Lisboa.  Localizado na Avenida Mouzinho de Albuquerque, fica próximo de todo o tipo de comércio, serviços e transportes.  O edifício de 1953 é constituído por 8 pisos de habitação e condomínio organizado.  Ao nível da Subcave existe um logradouro com acesso por uma escada tardoz, que é para usufruto de todos os condóminos. Existe ainda um terreno com terra de cultivo que está dividido por frações, cabendo uma parte a cada condómino, devidamente dividido. O Apartamento, localiza-se na cave, no entanto, ainda existe mais um piso com habitações no piso inferior, a Sub-cave.  Todas as divisões têm janela, incluindo a casa de banho. Na cozinha, existe uma porta de acesso ao referido logradouro e horta.  •Valor do condomínio: 40€/mês  •VPT (valor patrimonial tributário 37 184€ = € 111€ IMI/ano  •LU Nº 515 de 04 12 1953, emitida pela CML  Agende a sua visita.",True,good,False,True,4894.0,{},"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Penha de França, Lisboa', 'title': 'T0 na avenida Mouzinho de Albuquerque'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/3c/a4/1c/282172764.webp,st,,,,
34141769,DSTNVMF104,26,850000.0,"{'price': {'amount': 850000.0, 'currencySuffix': '€'}}",flat,sale,201.0,4,3,Centro,Lisboa,Lumiar,Centro,pt,38.7606714,-9.1567267,False,https://www.idealista.pt/imovel/34141769/,"Apartamento T4 Remodelado com Acabamentos de Luxo no Lumiar com 2 lugares de estacionamento Apresentamos este magnífico apartamento T4, recentemente remodelado com materiais de alta qualidade, que inclui ar condicionado e dois lugares de estacionamento. Localizado no coração do Lumiar, beneficia de uma localização privilegiada com excelentes acessos e proximidade a diversos pontos de interesse. Principais características: - Localização: Situado no Lumiar, uma das zonas mais procuradas de Lisboa, conhecida pela sua atmosfera residencial tranquila e espaços verdes. - Transportes: A poucos minutos a pé da estação de metro do Lumiar e de várias paragens de autocarro, facilitando o acesso rápido ao centro da cidade e arredores. - Acessos rodoviários: Proximidade à 2ª Circular, uma das principais vias de Lisboa, garantindo ligações rápidas a diferentes pontos da cidade e ao aeroporto. Pontos de interesse nas proximidades: - Parque da Quinta das Conchas e dos Lilases: Um dos maiores espaços verdes de Lisboa, ideal para atividades ao ar livre, caminhadas e momentos de lazer em família. - Museu Nacional do Traje e Museu Nacional do Teatro e da Dança: Localizados no Palácio do Monteiro-Mor, oferecem uma experiência cultural e histórica. - Escolas de renome: Proximidade a instituições de ensino de qualidade, incluindo a Escola Alemã de Lisboa, que oferece educação desde o jardim de infância até ao ensino secundário. - Infraestruturas desportivas: A poucos minutos do Estádio José Alvalade e do complexo desportivo do Sporting Clube de Portugal, bem como do campo de golfe Paço do Lumiar. Este apartamento é a escolha perfeita para quem procura conforto, qualidade e uma localização estratégica em Lisboa. Não perca esta oportunidade única de viver numa das áreas mais emblemáticas da cidade.",False,good,False,True,4229.0,{},{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Apartamento'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/ac/f0/fb/282173279.webp,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
34036363,64122-MAIS60381,27,2390000.0,"{'price': {'amount': 2390000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 2450000.0, 'priceDropValue': 60000, 'priceDropPercentage': 2}}}",flat,sale,317.0,5,3,Restelo,Lisboa,Belém,Restelo,pt,38.7104014,-9.2065728,False,https://www.idealista.pt/imovel/34036363/,"Apartamento Duplex T5 no Alto do Restelo - Lisboa com Terraço panorâmico 50 m2 e 3 lugares de estacionamento Apartamento Duplex T5 no Alto do Restelo, com vista deslumbrante sobre o rio Tejo, localizado em edifício de excelência. Apartamento com duzentos e setenta e quatro metros quadrados de área bruta privativa dispõe de cinco quartos sendo um em suite, casa de banho de apoio aos outros quartos, casa de banho social, cozinha equipada, lavandaria e ampla sala que dá acesso ao terraço onde poderá usufruir de excelente vista sobre Lisboa. Estacionamento para 3 viaturas e arrecadação. Ótimos acessos (A5, CRIL, IC19, 2ª Circular), A zona é bem servida de transportes, comércio local, supermercados, farmacias, hospitais, clínicas medicas, jardins, creches e escolas particulares e publicas. A 15 minutos das praias da Linha de Cascais e a 18 minutos do Aeroporto de Lisboa.",False,good,False,True,7539.0,{},{'typology': 'flat'},"{'subtitle': 'Belém, Lisboa', 'title': 'Apartamento'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/6a/ee/2a/277520250.webp,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
34141331,64537-MCCP62651,29,329900.0,"{'price': {'amount': 329900.0, 'currencySuffix': '€'}}",flat,sale,65.0,1,2,Centro,Lisboa,Campo de Ourique,Centro,pt,38.7221298,-9.1661702,False,https://www.idealista.pt/imovel/34141331/,"� T1+1 Campo de Ourique – Último Andar com Aproveitamento de Sótão! � Oportunidade Única em Campo de Ourique!  Descubra este charmoso apartamento T1+1, localizado no último andar de um prédio em pleno coração de Campo de Ourique, uma das zonas mais procuradas de Lisboa! � Características Principais: Aproveitamento de sótão com um fantástico closet e WC; Excelente luminosidade em todas as divisões – luz natural garantida! Composto por sala acolhedora, corredor funcional, cozinha equipada e uma confortável suite; Último andar, garantindo tranquilidade e vistas desafogadas. � Localização Privilegiada: A um passo de cafés, restaurantes, comércio local e transportes públicos; Zona calma, mas com tudo à mão, ideal para quem valoriza conforto e comodidade. � Não perca esta oportunidade! Para mais informações ou visitas, contacte-nos!",False,good,False,False,5075.0,{},{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Apartamento'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/00/56/fa/282154367.webp,,,,{'groupDescription': 'Destaque'},
34141293,LB25,50,7900000.0,"{'price': {'amount': 7900000.0, 'currencySuffix': '€'}}",flat,sale,770.0,6,7,Praça de Espanha - Sete Rios,Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7382084,-9.1696999,False,https://www.idealista.pt/imovel/34141293/,"T6 Duplex | 24º e 25º Piso | Vista Panorâmica e Luminosidade Excepcional   A Maior Unidade Residencial da Infinity Tower   Descubra Lisboa como nunca a viu, a partir do topo de um dos edifícios mais icónicos da cidade. No coração de Campolide, nasce o Infinity, um projeto arquitetónico arrojado onde o luxo, a luz e a vista se encontram para oferecer um novo conceito de habitar. Este T6 Duplex, distribuído pelos pisos 24º e 25º, é a mais distinta e generosa tipologia da Infinity Tower. Com 738 m² de área total, este apartamento oferece: 488 m² de área interior, cuidadosamente desenhada para garantir o máximo conforto e elegância; 250 m² de áreas exteriores, com piscina privativa, terraços e varandas generosas que oferecem uma experiência imersiva sobre a paisagem lisboeta; 4 lugares de garagem privativos; 1 arrecadação. O Equilíbrio entre Design, Luz e Privacidade. O duplex inclui: Sala de estar ampla, com ligação direta ao terraço panorâmico; Cozinha totalmente equipada; 6 suítes, todas com casa de banho privativa – uma delas pensada para staff, junto à cozinha; Terraço espaçoso com piscina privativa e varandas com vistas de cortar a respiração, desde o Rio Tejo à cidade; Acabamentos premium e uma atenção rigorosa aos detalhes. O Estilo de Vida Infinity. O Infinity oferece comodidades de alto padrão, integradas num condomínio privado com segurança e privacidade total: Campo de Padel; Piscina interior aquecida; Piscina exterior no rooftop com vista panorâmica sobre o rio e a Ponte 25 de Abril; Spa com banho turco e sauna; Sala de massagens; Ginásio de última geração; Sala de reuniões elegante; Jardim paisagístico; Kids Club; Serviço de concierge dedicado, sempre disponível para atender às suas necessidades – desde organização de eventos a receção de convidados.   Infinity Tower: Um marco urbano e arquitetónico com vistas privilegiadas sobre o rio, a cidade e os 980 hectares de Monsanto, oferecendo um estilo de vida elevado, reservado a quem exige o melhor. Esta informação não dispensa a sua confirmação e não pode ser considerada vinculativa.",True,good,False,True,10260.0,{},{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento'}",True,False,True,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/c0/af/3e/282153052.webp,24,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destaque'},
34141250,139321,13,540000.0,"{'price': {'amount': 540000.0, 'currencySuffix': '€'}}",flat,sale,93.0,3,2,Amoreiras,Lisboa,Campo de Ourique,Amoreiras,pt,38.7199883,-9.1622477,False,https://www.idealista.pt/imovel/34141250/,"Totalmente renovado | T3 com suíte | Campo de Ourique a 5 minutos das Amoreiras Este apartamento está a ser alvo de uma remodelação total, com conclusão prevista para a primeira quinzena de Maio. Fica localizado numa das zonas mais procuradas de Lisboa — Campo de Ourique, na Rua da Arrábida — a apenas cinco minutos a pé das Amoreiras e com toda a envolvente de comércio, escolas e acessos. Situado no 3. º andar de um prédio de placa (sem elevador), este apartamento combina conforto moderno com o charme de um dos bairros mais emblemáticos da cidade. É composto por três quartos, um deles em suíte, e conta com uma sala ampla em open space com a cozinha americana. Toda a canalização e instalação elétrica são novas. Dispõe de pré-instalação de ar condicionado, porta blindada, caixilharia em PVC com vidros duplos e estores elétricos. Acabamentos e equipamentos: •Pavimento flutuante em madeira natural e rodapés lacados a branco •Casas de banho com espelhos retroiluminados e luz LED •Cozinha totalmente equipada com eletrodomésticos encastrados: frigorífico combinado, máquina de lavar louça, exaustor, placa de indução, forno, micro-ondas e lava-loiça •Iluminação embutida e acabamentos atuais, pensados com cuidado e atenção ao detalhe Se procura um apartamento novo, com charme, numa localização imbatível e pronto a estrear — esta pode ser a sua próxima casa. Ideal para um jovem casal começar a sua vida num d+s melhores bairros de Lisboa! ref: 139321.",False,good,False,,5806.0,{},{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Apartamento'}",True,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/56/9d/ed/282151866.webp,3,,,{'groupDescription': 'Destaque'},
34141232,85821560,15,2695000.0,"{'price': {'amount': 2695000.0, 'currencySuffix': '€'}}",flat,sale,320.0,4,5,Príncipe Real - São Bento,Lisboa,Misericórdia,Príncipe Real - São Bento,pt,38.7137469,-9.1486928,False,https://www.idealista.pt/imovel/34141232/,"Apartamento com 4 quartos, todos em suite, muito bem localizado no coração do Príncipe Real, em Lisboa. Recentemente remodelado com óptimos acabamentos, oferece áreas amplas, uma excelente exposição solar e tem mais uma divisão que pode ser usada como atelier ou escritório. A cozinha está equipada e existe ainda uma zona de lavandaria. Dispõe de uma arrecadação e dois lugares de estacionamento no próprio prédio.",False,good,False,True,8422.0,{},{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Apartamento'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/d8/c6/31/282151277.webp,2,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destaque'},
34141126,APA_401,32,1250000.0,"{'price': {'amount': 1250000.0, 'currencySuffix': '€'}}",flat,sale,165.0,2,2,Centro,Lisboa,Campo de Ourique,Centro,pt,38.7181998,-9.1680635,False,https://www.idealista.pt/imovel/34141126/,"A Feraboli Real Estate apresenta com exclusividade este espaçoso apartamento localizado num encantador edifício em Campo de Ourique, próximo ao Jardim da Parede. A entrada conduz a uma agradável sala de estar com área de jantar que se abre para um terraço privativo. A cozinha está totalmente equipada com eletrodomésticos Bosch e inclui uma área de lavandaria idealmente localizada numa parte fechada do terraço. Na zona íntima, existem duas suites generosas com roupeiros embutidos e casas de banho privativas. O ar condicionado é embutido e reversível. Para mais informações, por favor contacte o nosso Gabinete Privado. Certificação Energética: C ref: APA_401.",True,good,False,True,7576.0,{},{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Apartamento'}",True,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/56/70/9f/282147411.webp,1,,,,
34140945,C0512-00538,36,650000.0,"{'price': {'amount': 650000.0, 'currencySuffix': '€'}}",flat,sale,97.0,2,2,"rua de Santa Engrácia, 6",Lisboa,São Vicente,Santa Engrácia,pt,38.7182798,-9.1238502,True,https://www.idealista.pt/imovel/34140945/,"Existem oportunidades únicas que não podemos deixar escapar, especialmente quando envolvem uma localização privilegiada, piscina no terraço e uma das vistas mais deslumbrantes para o Rio Tejo. Este apartamento, inserido num condomínio de luxo (2022), numa zona emblemática de Lisboa, dispõe de dois quartos, sendo um deles em suíte, sala espaçosa com cozinha em open space, varandas, garagem e uma fantástica área de lazer com piscina, churrasqueira e uma vista incrível sobre o rio Tejo. E mais: a localização é simplesmente imbatível! A poucos passos do Jardim da Cerca da Graça, Miradouro da Senhora do Monte, Miradouro da Graça, Panteão Nacional, transportes públicos, entre outros pontos de interesse. Não perca esta oportunidade única de reunir segurança, conforto e qualidade de vida num só lugar. Entre em contacto connosco e marque já a sua visita!",False,good,False,True,6701.0,{},{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Apartamento na rua de Santa Engrácia, 6'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/c0/8b/eb/282138525.webp,1,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False}",{'groupDescription': 'Top'},
34140784,101.25,11,347500.0,"{'price': {'amount': 347500.0, 'currencySuffix': '€'}}",flat,sale,60.0,2,2,"rua Sebastião Saraiva Lima, 47",Lisboa,Penha de França,Centro,pt,38.7322505,-9.1305688,True,https://www.idealista.pt/imovel/34140784/,"Apartamento T2 Reabilitado, para Venda! Localizado na freguesia da Penha de França em Lisboa, junto à Rua Morais Soares e à Praça Paiva Couceiro. Composto por 2 Quartos (1 com Varanda, o outro interior, com arrumação), Sala com Kitchenette (equipada com eletrodomésticos Ariston HotPoint) e zona de Refeições, Casa de Banho completa com Base de Duche de boas dimensões e Lavabo (com arrumação). O projecto de Reabilitação privilegiou o aproveitamento dos materiais nobres da construção anterior (pavimento em madeira, pedra natural e os tectos feitos à mão) e muito bom gosto, em todos os novos materiais aplicados. Proximidade de transportes públicos (Metro de Arroios e dos Anjos, a menos 10 minutos a pé e Autocarros à porta). Zona Residencial com todo o tipo de Comércio, Serviços e Estacionamento público. Contacte-nos já para mais informações ou marcação de visita, RIOMAGIC!  Categoria Energética: C  ref: 101.25.",False,good,False,False,5792.0,{},{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Apartamento na rua Sebastião Saraiva Lima, 47'}",False,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/62/bc/b1/282130257.webp,1,,,,
34140930,C0442-00512,6,260000.0,"{'price': {'amount': 260000.0, 'currencySuffix': '€'}}",flat,sale,78.0,2,1,Entrecampos,Lisboa,Avenidas Novas,Entrecampos,pt,38.7466771,-9.155644,False,https://www.idealista.pt/imovel/34140930/,"No coração pulsante de Lisboa, na prestigiada zona das Avenidas Novas, encontra-se este encantador apartamento T2 com 78 m². Esta é uma oportunidade rara, não apenas pela localização privilegiada, mas também pelas suas características únicas e pelo potencial de valorização a médio/longo prazo.  O apartamento está atualmente arrendado a um inquilino idoso, situação que deverá ser respeitada. Esta situação também abre portas a quem pense no futuro – comprando agora a um valor abaixo do mercado e projetando uma utilização mais ativa ou pessoal a médio prazo. A poucos minutos a pé encontram-se locais emblemáticos como o Campo Pequeno, a Fundação Calouste Gulbenkian, o El Corte Inglés e o Parque Eduardo VII. A estação de Metro mais próxima situa-se a menos de 5 minutos, tal como paragens de autocarro e comboio, permitindo uma mobilidade excecional dentro da cidade e para os arredores. A proximidade a universidades, hospitais, centros empresariais e culturais faz desta zona uma escolha inteligente. Com uma área bruta privativa de 78 m², este apartamento destaca-se por uma distribuição equilibrada, que favorece tanto o conforto como a funcionalidade dos espaços.  O apartamento dispõe de dois quartos de boas dimensões, tendo um deles uma marquise. A casa de banho, com janela, mantém elementos clássicos, sendo funcional e com potencial para uma renovação estética que valorize ainda mais o imóvel. O apartamento encontra-se em estado habitável, requerendo alguma modernização. O edifício já tem canalização de água e electricidade novas e a fachada vai ser reabilitada este ano.",False,renew,False,False,3333.0,{},{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Apartamento'}",True,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/7b/37/b9/282134390.webp,2,,,,
34140450,103250066,38,1140000.0,"{'price': {'amount': 1140000.0, 'currencySuffix': '€'}}",flat,sale,156.0,3,3,"travessa do Castro, 3",Lisboa,Estrela,Doca de Alcântara,pt,38.7055659,-9.1686655,True,https://www.idealista.pt/empreendimento/34140450/,"O Villa Infante surge num dos bairros mais ecléticos e cosmopolitas da capital, a Estrela, onde a riqueza cultural e gastronómica unem urbanidade, contemporaneidade e lazer, permitindo aproveitar cada momento do dia ao máximo. Este novo condomínio privado, com apartamentos T1 a T4, representa uma oportunidade de viver ao seu ritmo, em harmonia e segurança, com vários espaços ao ar livre que inspiram um estilo de vida feliz e saudável. Num espaço com história, a sensação de continuidade e futuro encontram-se no equilíbrio que resulta da recuperação e construção de blocos residenciais, emoldurados por jardins privados, unidos em torno de uma vivência comum no Pátio Central. Para completar esta abordagem holística ao bem-estar, e como inspiração para um estilo de vida saudável, harmonioso e equilibrado, o Villa Infante integra um ginásio totalmente equipado e com jardim exterior, para que os seus residentes possam beneficiar de todas as vantagens deste condomínio privado. A proximidade do rio e das ciclovias, dos jardins centenários da Tapada das Necessidades e da Estrela oferecem oportunidades únicas para um estilo de vida saudável ao ar livre. A proximidade e a presença de espécies exóticas, árvores centenárias e espécies naturais exuberantes promovem uma sensação de liberdade e bem-estar. Venha descobrir o Villa Infante, um espaço onde é possível viver em comunidade, mas com toda a privacidade.",False,newdevelopment,True,True,7308.0,{},{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento na travessa do Castro, 3'}",True,False,False,False,{},[],False,False,https://img4.idealista.pt/blur/480_360_mq/0/id.pro.pt.image.master/3d/9d/c0/282126227.webp,st,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destaque'},True
