propertyCode,thumbnail,numPhotos,floor,price,priceInfo,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,change,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,savedAd,notes,topPlus,topNewDevelopment,externalReference,newDevelopmentFinished
107788746,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/5b/b2/1323772463.webp,13,bj,1250.0,"{'price': {'amount': 1250.0, 'currencySuffix': '€/mes'}}",flat,rent,45.0,True,1,1,calle de Fernando Garrido,Madrid,Madrid,Chamberí,es,Arapiles,40.4335808,-3.7112766,False,https://www.idealista.com/inmueble/107788746/,"Se alquila espectacular bajo-duplex en el popular barrio de Chamberí de Madrid. Este piso recién reformado a estrenar, se encuentra ubicado en un edificio emblemático y con historia, con un precioso patio interior que da acceso a las viviendas. Se distribuye en dos plantas: la parte de abajo cuenta con un salón con cocina integrada y equipada, así como un cuarto de baño con plato de ducha. En la parte superior, está el dormitorio que cuenta con armarios empotrados con gran capacidad de almacenaje. Ambas plantas tienen grandes ventanales que dan gran luminosidad a toda la vivienda. Chamberí es una zona residencial al norte del centro de la ciudad, un barrio castizo en el corazón de Madrid con la herencia arquitectónica de la aristocracia. Su excelente ubicación hace que a escasos metros puedas encontrar todo tipo de comercios, servicios de restauración y ocio como el Mercado de Vallermoso, así como paradas de transporte público, a 10 minutos escasos de la estación de buses de Moncloa y del Hospital San Carlos y la Plaza de España. SE REQUIERE CONTRATO DE TRABAJO O DECLARACIÓN DE LA RENTA PRESENTADA EN ESPAÑA.",False,good,False,True,,28.0,{},{'typology': 'flat'},"{'subtitle': 'Arapiles, Madrid', 'title': 'Piso en calle de Fernando Garrido'}",False,False,False,False,{},[],False,False,53,
107346872,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/0c/69/1310244002.webp,18,4,1600.0,"{'price': {'amount': 1600.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1700.0, 'priceDropValue': 100, 'priceDropPercentage': 6}}}",flat,rent,93.0,True,3,1,"avenida del Mediterráneo, 43",Madrid,Madrid,Retiro,es,Estrella,40.4070686,-3.669205,True,https://www.idealista.com/inmueble/107346872/,"¡DISPONIBLE ACTUALMENTE! ASR Home ofrece este inmueble en alquiler en una de las zonas mejor comunicadas de Madrid, en Conde de Casal, a 15 minutos caminando del parque del Retiro. Se trata de un piso exterior de 3 dormitorios, muy luminoso por dar a la plaza y por su situación en una cuarta planta. El estado es impecable, tal como se ve en las fotos. Totalmente amueblado y equipado: Cocina independiente con lavadora, lavavajillas, horno y microondas y calefacción centra con contadores. El edificio cuenta con ascensor y la vivienda tiene una plaza de aparcamiento OPCIONAL (no incluida en el precio) a la vuelta del edificio. El piso se encuentra en una de las zonas más privilegiadas de Madrid, muy cerca Parque del Retiro y muy bien comunicado, con dos paradas de metro cercanas y varias líneas de autobuses. El acceso en coche a la M-30 y A3 es directo y está muy cercano. No se admiten mascotas. ¡Abstenerse si no es para una familia! . Para poder acceder a este alquiler se pide al inquilino, además del mes en curso, un mes de fianza y dos mes de depósito. Imprescindible además evaluar, mediante estudio de solvencia del seguro de alquiler, el perfil económico del inquilino. ¡No dejes escapar esta maravillosa vivienda, te enamorará desde el primer vistazo! Aviso legal: recordamos a nuestros señores clientes que la información facilitada no constituye una autentica oferta vinculante no contractual. Este anuncio publicitario es provisional, las fotografías y datos en el incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de los propietarios.",False,good,False,True,,17.0,{},{'typology': 'flat'},"{'subtitle': 'Estrella, Madrid', 'title': 'Piso en avenida del Mediterráneo, 43'}",False,False,False,False,{},[],False,False,00180,
107788716,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bf/c8/9c/1323771573.webp,9,4,1700.0,"{'price': {'amount': 1700.0, 'currencySuffix': '€/mes'}}",flat,rent,78.0,True,2,1,calle de Francisco Silvela,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4317384,-3.6742771,False,https://www.idealista.com/inmueble/107788716/,"Piso recién reformado de 78 m2 en una zona privilegiada, en pleno corazón del barrio de Chamartín. La vivienda se distribuye en un salón/comedor con la cocina totalmente equipada, con grandes ventanales que dan a la Calle Francisco Silvela y que proporcionan una excelente entrada de luz durante todo el día, 2 amplias habitaciones y un cuarto de baño. Todo completamente reformado, cuidando hasta el más mínimo detalle. La vivienda se entrega amueblada, tiene calefacción central individualizada, aire acondicionado en el salón/comedor y ventanas PVC aislantes tanto del ruido como del frío en toda la vivienda. El piso es ideal para una persona o una pareja, perfecto para quienes buscan comodidad y tranquilidad sin renunciar a la cercanía de los principales atractivos de la ciudad. Tiene excelente comunicación a zonas comerciales, de ocio, todo tipo de servicios, colegios, Hospitales y transporte público, estando El Hospital de la Princesa a escasos minutos a pie y la parada de metro Diego de León a tan sólo unos metros (Líneas 4,5 y 6).",False,good,False,True,,22.0,{},{'typology': 'flat'},"{'subtitle': 'Lista, Madrid', 'title': 'Piso en calle de Francisco Silvela'}",False,False,False,False,{},[],False,False,58,
107784055,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/ab/74/1323637856.webp,25,bj,1600.0,"{'price': {'amount': 1600.0, 'currencySuffix': '€/mes'}}",flat,rent,105.0,True,2,2,calle Canoa,Madrid,Madrid,Barajas,es,Alameda de Osuna,40.4551512,-3.5904808,False,https://www.idealista.com/inmueble/107784055/,"Tailor&Key presenta esta singular y luminosa vivienda semi amueblada, recientemente renovada en estilo contemporáneo, situada en el corazón del barrio de Alameda de Osuna.  Su interiorismo se caracteriza por un diseño donde priman los tonos neutros en carpinterías que potencian la sensación de calma y tranquilidad, equilibrado con detalles contemporáneos, texturas y pinceladas de color en cocina y baños que aportan carácter a los espacios.  Cuenta con una gran zona diurna con vistas a calle integrada por una acogedora sala de estar/comedor conectada visualmente a una cocina abierta con distribución en isla y completamente equipada (dotada de Frigorifico americano, lavavajillas, horno, microondas y placa vitrocerámica), y un baño completo con ducha que hace las veces de aseo de cortesía en cuyo interior se ubica la zona de lavado de manera independiente.  La zona de noche se organiza en dos confortables dormitorios, ambos con vistas a la zona interior del residencial, el principal dotado de cama doble, amplios espacios de almacenaje y baño en suite, y el secundario dotado con cama individual y espacio de almacenaje que podría dar uso como despacho o zona de trabajo si fuese necesario. La vivienda, completamente accesible, dispone de calefacción y agua caliente individual de gas natural por medio de radiadores en todas las estancias, así como de aire acondicionado por split en salón y de ventilador de techo en dormitorio principal.  ***No se admiten estudiantes, mascotas ni cortas estancias*** La propiedad tiene una localización inmejorable en el corazón de la zona de Alameda de Osuna, concretamente en la calle Canoa, ubicada muy próxima a las principales arterias de tráfico, tales como la Avenida de Logroño, M-40 y A-2, lo que garantiza una excelente comunicación. Así mismo, dispone de conexión con la parada de metro de Alameda de Osuna y el Capricho así como de líneas de transporte público alternativo. Es una maravillosa zona residencial de baja densidad dotada de amplias zonas ajardinadas tales como el parque del Capricho, el parque Juan Carlos I y numerosos equipamientos comerciales, deportivos y educativos. En Tailor & Key ofrecemos un servicio integral y personalizado, acompañando a nuestros clientes a lo largo de las diferentes fases del ciclo inmobiliario, en operaciones de compra-venta, alquiler y reformas integrales. Si está interesado en esta propiedad no dude en contactar con nosotros o dirigirse a nuestra web.",False,good,False,True,,15.0,{},{'typology': 'flat'},"{'subtitle': 'Alameda de Osuna, Madrid', 'title': 'Piso en calle Canoa'}",False,False,False,False,{},[],False,False,01.2,
107788627,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/5a/76/1323769813.webp,21,2,1300.0,"{'price': {'amount': 1300.0, 'currencySuffix': '€/mes'}}",flat,rent,125.0,True,3,2,calle de Alto de la Sartenilla,Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3666821,-3.6156419,False,https://www.idealista.com/inmueble/107788627/,"**Piso en Alquiler en La Gavia, Vallecas**  ¡Descubre tu nuevo hogar en el moderno ensanche de Vallecas! Este luminoso piso de 125 m² construidos es perfecto para quienes buscan comodidad y tranquilidad. Ubicado a solo 10 minutos del centro comercial De La Gavia, tendrás a tu alcance una amplia variedad de tiendas y restaurantes. Además, la cercanía a parques y colegios lo convierte en un lugar ideal para familias.  Al entrar, te recibe un amplio hall que da paso a un salón comedor independiente con vistas al parque, donde podrás disfrutar de momentos de relax. La cocina cuenta con un práctico tendedero y está equipada con electrodomésticos, lista para que prepares tus platos favoritos.  El piso dispone de tres acogedoras habitaciones, siendo el dormitorio principal un auténtico refugio con baño en suite. También hay un baño completo en el pasillo, ideal para visitas. Con armarios empotrados, calefacción individual este hogar combina funcionalidad y confort.  Además, al ser totalmente exterior, disfrutarás de abundante luz natural durante todo el día. La vivienda se encuentra en la segunda planta de un edificio con ascensor y cuenta con plaza de garaje incluida en el precio. No pierdas la oportunidad de vivir en un entorno tranquilo y moderno. ¡Ven a verlo y enamórate!",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",10.0,{},{'typology': 'flat'},"{'subtitle': 'Ensanche de Vallecas - La Gavia, Madrid', 'title': 'Piso en calle de Alto de la Sartenilla'}",False,False,False,False,{},[],False,False,,
88237533,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/6c/d2/974162776.webp,33,7,2750.0,"{'price': {'amount': 2750.0, 'currencySuffix': '€/mes'}}",penthouse,rent,140.0,True,3,2,calle Redecilla del Camino,Madrid,Madrid,Fuencarral,es,Las Tablas,40.50823,-3.67049,False,https://www.idealista.com/inmueble/88237533/,"Bonito ático con 3 habitaciones, 2 baños, amplio salón y 2 terrazas de 10 m2 y 8m2, piscina, plaza de garaje, trastero, se encuentra ubicado en frente del la parada del metro y del tren ligero de las tablas, en la mejor zona de las tablas con supermercados, bares, zonas de ocio, metro, tren ligero y autobuses con conexión al centro de Madrid. reformado hace 1 año. El piso se alquila sin muebles pero con posibilidad de poder ser amueblado, a consultar. Periodo mínimo un año.",True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",20.0,{},"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Las Tablas, Madrid', 'title': 'Ático en calle Redecilla del Camino'}",True,False,False,False,{},[],False,False,,
105148600,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/a9/12/1249472567.webp,16,bj,1150.0,"{'price': {'amount': 1150.0, 'currencySuffix': '€/mes'}}",flat,rent,60.0,True,1,1,calle de Diego de León,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4343239,-3.6743471,False,https://www.idealista.com/inmueble/105148600/,"iRent Madrid alquila precioso piso en el barrio de Salamanca. A pasos del metro Diego de León: L4, L5 y L6. Muy cercano al IE, por lo que su ubicación privilegiada lo convierte en un piso ideal para estudiantes. La vivienda está situada en una finca con ascensor y portería física. Se trata de un bajo con mucha luz y terraza propia.  Cuenta con 1 habitación con cama de matrimonio y armario con espejo. Gran espacio de almacenaje. Incluye ropa de cama nueva y de recambio.  El salón está completamente amoblado y equipado, con sofá, mesa, sillas, TV y aire acondicionado frío/calor. Al lado del salón, se encuentra la terraza, con espacio verde, sombrilla, mesa, sillas y sillón chill out. La cocina está equipada en su totalidad, con vajilla. El baño es completo, con ventana al patio interno del edificio.  Se pide 2 meses de fianza y en base a solvencia económica, meses por adelantado y una mensualidad (más IVA) de gastos de servicio y representación de agencia.",False,good,False,True,,19.0,{},{'typology': 'flat'},"{'subtitle': 'Lista, Madrid', 'title': 'Piso en calle de Diego de León'}",False,False,False,False,{},[],False,False,M776,
107788476,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/df/72/1323765029.webp,14,2,1300.0,"{'price': {'amount': 1300.0, 'currencySuffix': '€/mes'}}",flat,rent,65.0,True,1,1,calle del Pensamiento,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4578936,-3.6979491,False,https://www.idealista.com/inmueble/107788476/,"YA DISPONIBLE Se alquila piso MUY LUMINOSO, EXTERIOR, muy tranquilo sin ruidos, con AIRE ACONDICIONADO, en magnifica zona junto a metro Cuzo y Tetuan a 5 minutos andando. El piso tiene mucho espacio de almacenamiento y armarios. Consta de salon con gran ventanal muy luminoso Cocina totalmente equipada independiente Habitacion con armario empotrado muy luminosa Baño completo con bañera y ducha y vater y vide SIN AMUEBLAR, COCINA TOTALMENTE EQUIPADA Muy bien situado en magnifica zona, junto a metro y autobuses, junto a parque de san german, restaurantes de moda, supermercados, tiendas...",False,good,False,True,,20.0,{},{'typology': 'flat'},"{'subtitle': 'Cuzco-Castillejos, Madrid', 'title': 'Piso en calle del Pensamiento'}",False,False,False,False,{},[],False,False,300,
107788494,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/b3/f9/1323766511.webp,36,3,2500.0,"{'price': {'amount': 2500.0, 'currencySuffix': '€/mes'}}",flat,rent,95.0,True,4,2,calle de Manuel Cortina,Madrid,Madrid,Chamberí,es,Trafalgar,40.4320433,-3.6966422,False,https://www.idealista.com/inmueble/107788494/,"Piso reformado de 128m2 con 4 dormitorios, salón independiente con salida a terraza, cocina amueblada y equipada, 2 baños. Calefacción central individualizada, semiamueblada y exterior. Finca con ascensor y portero. Zona con todos los servicios, farmacias, bancos y comercios. Metro ""Bilbao"" y Metro ""Alonso Martínez"". Líneas de autobuses de la EMT 3, 21, 37, 40, 147 y N22. Gastos de comunidad incluidos. No se aceptan animales. Para más información visite nuestra web:.",False,good,False,True,,26.0,{},{'typology': 'flat'},"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en calle de Manuel Cortina'}",False,False,False,False,{},[],False,False,2827-033747-02,
107788490,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/6d/1a/1323766024.webp,35,7,1350.0,"{'price': {'amount': 1350.0, 'currencySuffix': '€/mes'}}",flat,rent,130.0,True,3,2,calle de Andorra,Madrid,Madrid,Hortaleza,es,Canillas,40.4604212,-3.6445786,False,https://www.idealista.com/inmueble/107788490/,"Estupendo piso de 130m2. Consta de terraza de 8 m2, 3 dormitorios, salón independiente, despacho, cocina equipada y amueblada con acceso a terraza tendedero, 2 baños completos (uno de ellos en suite), calefacción central individualizada y aire acondicionado. Armarios empotrados, suelos de tarima, exterior y sin amueblar. Gastos de comunidad incluidos en la renta. Finca con ascensor. En zona comercial junto a todos los servicios. Metro más cercano a 5 minutos ""Esperanza"" (L4) y Metro ""Canillas"" (L4) a 8 minutos. Animales a consultar. Mas información y videovisita en nuestra web:.",False,good,False,True,,10.0,{},{'typology': 'flat'},"{'subtitle': 'Canillas, Madrid', 'title': 'Piso en calle de Andorra'}",False,False,False,False,{},[],False,False,2805-033960-02,
107788516,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/0e/fd/1323765706.webp,8,bj,1200.0,"{'price': {'amount': 1200.0, 'currencySuffix': '€/mes'}}",flat,rent,45.0,False,1,1,calle de San Ildefonso,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.411324,-3.6944746,False,https://www.idealista.com/inmueble/107788516/,"En el corazón de Madrid, en una de las zonas más emblemáticas y mejor comunicadas de la ciudad, se encuentra este precioso apartamento recién reformado, totalmente nuevo a estrenar. Con una superficie de 40 metros cuadrados, este inmueble ha sido diseñado para ofrecer la máxima comodidad y funcionalidad, convirtiéndolo en una opción perfecta tanto para quienes buscan un hogar acogedor y moderno como para aquellos que desean una vivienda lista para entrar a vivir sin necesidad de realizar ningún tipo de inversión adicional en mobiliario o equipamiento. El apartamento ha sido completamente amueblado con un estilo moderno y elegante, pensado para aprovechar al máximo cada espacio. En el área principal, cuenta con una cómoda cama de matrimonio de 1,35 metros, garantizando el descanso en un ambiente tranquilo y acogedor. En la zona de estar, encontramos un amplio sofá convertible en cama de 1,60 metros por 2 metros, una opción ideal para recibir visitas y contar con una cama adicional sin renunciar a la amplitud durante el día. Además, dispone de una televisión de pantalla plana Smart TV de 32 pulgadas, perfecta para disfrutar de momentos de ocio y entretenimiento. La cocina está totalmente equipada con electrodomésticos nuevos y modernos, incluyendo lavadora, frigorífico, vitrocerámica y microondas. También cuenta con vajilla completa y todo lo necesario para cocinar y disfrutar de cada comida sin preocupaciones. El baño, completamente reformado, dispone de una cabina de ducha de diseño moderno y funcional. Como parte de sus comodidades, el apartamento cuenta con aire acondicionado con función de frío y calor, asegurando el máximo confort en cualquier época del año. Además, uno de sus grandes atractivos es el acceso a un patio privado, un espacio adicional donde se puede disfrutar de momentos de tranquilidad al aire libre sin salir de casa. La ubicación de este apartamento es inmejorable. Situado en la zona centro de Madrid, se encuentra a tan solo tres minutos a pie de la estación de Atocha Renfe, facilitando la conexión con el resto de la ciudad y con otras localidades. Además, está muy cerca del metro de Antón Martín y a tan solo cinco minutos de la Puerta del Sol, lo que permite desplazarse de manera rápida y cómoda a cualquier punto de la capital. La zona ofrece una gran oferta cultural y de ocio, con lugares emblemáticos como el Museo Reina Sofía, el Museo del Prado, el CaixaForum y el Parque del Retiro a poca distancia, así como una variada selección de restaurantes, cafeterías y tiendas que brindan una experiencia de vida dinámica y enriquecedora. Este apartamento es ideal para quienes buscan un hogar listo para entrar a vivir, con todas las comodidades modernas, en una ubicación privilegiada y con una excelente comunicación con el resto de la ciudad. Si deseas más información o concertar una visita, no dudes en ponerte en contacto con nosotros. ¡No dejes pasar esta oportunidad única de vivir en el corazón de Madrid en un espacio completamente nuevo y diseñado para tu comodidad!",False,good,False,False,,27.0,{},{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en calle de San Ildefonso'}",False,False,False,False,{},[],False,False,SI24A,
100210381,https://img4.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/78/3d/f6/1073381892.webp,26,6,1300.0,"{'price': {'amount': 1300.0, 'currencySuffix': '€/mes'}}",flat,rent,85.0,True,3,2,calle de Aceuchal,Madrid,Madrid,Carabanchel,es,San Isidro,40.3910288,-3.7357964,False,https://www.idealista.com/inmueble/100210381/,"** FINCAS PRIMER HOGAR ** **DISPONIBLE A PRIMEROS DE MAYO 2025** Se alquila estupenda vivienda entre el metro de Vista Alegre y Carpetana, en buena finca con ASCENSOR. Respecto a la vivienda hablamos de una 6ª planta compuesta por hall y pasillo distribuidor, 3 dormitorios, salón comedor con acceso a terraza acristalada, cocina equipada con terraza metida, baño y aseo. Dispone de A/A en salón y dormitorio principal y calefacción individual de gas natural. OJO, LOS ELECTRODOMÉSTICOS SON DE CORTESÍA.  Se entrega amueblada como se aprecia en las fotografías,  Dispone de plaza de garaje opcional. No se aceptan mascotas y el perfil de arrendatario es un familia. Se solicita documentación para estudio de solvencia ya que se firmará seguro de impago. Requisitos: MES DE FIANZA + MES DE DESPÓSITO ADICIONAL + MES EN CURSO.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",15.0,{},{'typology': 'flat'},"{'subtitle': 'San Isidro, Madrid', 'title': 'Piso en calle de Aceuchal'}",False,False,False,False,{},[],False,False,4307,
107788450,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/48/30/1323764393.webp,8,1,1450.0,"{'price': {'amount': 1450.0, 'currencySuffix': '€/mes'}}",flat,rent,65.0,True,2,1,calle de Alcalá,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4314052,-3.6622219,False,https://www.idealista.com/inmueble/107788450/,"ESPLÉNDIDO PISO MUY LUMINOSO RECIÉN REFORMADO CON 3 BALCONES  El piso se encuentra en la primera planta exterior con ascensor. Cuenta con un amplio salón luminoso, con 2 habitaciones, 1 baño, cocina completamente equipada, 3 balcones. PISO AMUEBLADO. Excelente ubicación en la zona de Ventas, cerca al metro El Carmen. Asimismo, varias paradas de buses cercanas. Rodeado de zonas de comercio, centros médicos, centro de formación, centros financieros, centros deportivos y parques. BLACK PANTHER PROPERTIES Somos una compañía joven con una visión moderna y creativa en el sector inmobiliario. Nuestra pasión por el servicio, ética profesional y transparencia, son nuestros pilares para brindar la más alta calidad de servicio enfocándonos en las necesidades de cada uno de nuestros clientes, acompañándolos en todo el proceso y construyendo relaciones exitosas a largo plazo. Contamos con una amplia red de contactos nacionales e internacionales, lo que nos permite diferenciarnos en rapidez y eficiencia en cada una de nuestras transacciones, garantizando la mejor experiencia para nuestros clientes. ¿Buscas un lugar moderno y acogedor para vivir? En BLACK PANTHER PROPERTIES te ofrecemos una amplia gama de propiedades con estilo y personalidad. Déjanos ser parte de esta búsqueda contigo y juntos encontraremos la casa de tus sueños. ¡CONTÁCTANOS HOY MISMO!",False,good,False,True,,22.0,{},{'typology': 'flat'},"{'subtitle': 'Concepción, Madrid', 'title': 'Piso en calle de Alcalá'}",False,False,False,False,{},[],False,False,,
107786484,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1f/c9/cb/1323705590.webp,7,5,2500.0,"{'price': {'amount': 2500.0, 'currencySuffix': '€/mes'}}",flat,rent,80.0,True,2,2,paseo de la Castellana,Madrid,Madrid,Tetuán,es,Ventilla-Almenara,40.4679743,-3.6898782,False,https://www.idealista.com/inmueble/107786484/,"¡Descubre tu nuevo hogar en este espectacular piso reformado a estrenar! Situado en una quinta planta con ascensor, este luminoso apartamento de 80 m² construidos es perfecto para aquellos que buscan comodidad y estilo. Con dos habitaciones amplias y dos baños modernos, disfrutarás de un espacio ideal para vivir y relajarte. La cocina blanca, con detalles en roble, es un sueño para los amantes de la gastronomía, y el salón se convierte en el lugar perfecto para compartir momentos inolvidables. Además, cuenta con una encantadora terraza donde podrás disfrutar de un café por la mañana o sumergirte en un buen libro. Los muebles de calidad y los armarios empotrados añaden un toque de elegancia y funcionalidad a cada rincón. La vivienda está equipada con calefacción de gas natural y aire acondicionado, garantizando tu confort durante todo el año.  Con orientación Este-Oeste, podrás aprovechar al máximo la luz natural. No pierdas la oportunidad de vivir en un espacio que lo tiene todo. ¡Ven a visitarlo y enamórate!",False,good,False,True,,31.0,{},{'typology': 'flat'},"{'subtitle': 'Ventilla-Almenara, Madrid', 'title': 'Piso en paseo de la Castellana'}",True,False,False,False,{},[],False,False,,
100280167,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/33/9a/8e/1076108082.webp,19,4,1000.0,"{'price': {'amount': 1000.0, 'currencySuffix': '€/mes'}}",flat,rent,65.0,False,2,1,camino de Valderribas,Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3997703,-3.6599438,False,https://www.idealista.com/inmueble/100280167/,"Desde nuestra Inmobiliaria te ofrecemos este estupendo piso en Alquiler en una de las zonas más solicitadas por su entorno, rodeado de parques, colegios, comercios zonas de ocio, supermercados, a poca distancia del Metro de Nueva Numancia y Puente de Vallecas. La vivienda se encuentra situada en la zona interior del edificio siendo luminosa y muy tranquila. Pasando al interior del inmueble nos encontramos un pasillo distribuidor donde comenzamos a ver un baño amplio totalmente reformado, accediendo a toda la casa pasamos a un fabuloso Salón Comedor desde donde salen los dos estupendos dormitorios que dispone, una cocina totalmente amueblada y todo dispuesto para empezar a vivir. Tiene diferentes mejoras como es el Aire Acondicionado Frío//Calor, Armarios Empotrados, Calefacción Individual, parte del Mobiliario etc. ¡ NO PIERDAS LA OPORTUNIDAD DE VISITARLO!",False,good,False,False,,15.0,{},{'typology': 'flat'},"{'subtitle': 'Numancia, Madrid', 'title': 'Piso en camino de Valderribas'}",False,False,False,False,{},[],False,False,005,
107788273,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/9b/82/1323762934.webp,23,3,1200.0,"{'price': {'amount': 1200.0, 'currencySuffix': '€/mes'}}",flat,rent,58.0,True,1,1,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4131686,-3.7080784,False,https://www.idealista.com/inmueble/107788273/,"****SERVICHECK ALQUILA EXCEPCIONAL PISO EN LA MEJOR ZONA DE MADRID FRENTE A UNA DE LAS PLAZAS MAS ENTRAÑABLES DEL VIEJO MADRID ******* *****OPCIONAL DE ENTREGA AMUEBLADA A ESTRENAR ****** Se alquila piso completo recién reformado, ideal para quienes buscan un espacio moderno, luminoso y cómodo. El inmueble está ubicado en una zona inmejorable, en pleno centro de Madrid, a tan solo unos minutos de la Plaza Mayor. La zona es muy buscada y tranquila, perfecta para vivir. El piso consta de una habitación amplia y luminosa, con abundante luz natural, lo que crea un ambiente cálido y acogedor. Además, el baño ha sido completamente renovado, con un diseño moderno y en perfectas condiciones. El piso será equipado con muebles nuevos y de gran calidad, lo que garantizará una estancia cómoda y agradable. La ubicación es excelente, ya que está muy cerca de todo: transporte público, tiendas, restaurantes y todos los servicios necesarios, a pocos minutos a pie de la famosa Plaza Mayor y otros puntos icónicos de Madrid. Características: Piso completo recién reformado Una habitación luminosa y espaciosa Baño moderno y recién reformado Mobiliario nuevo  Ubicación céntrica, cerca de la Plaza Mayor Zona tranquila y muy demandada ¡No dudes en contactarnos para más información o agendar una visita! ****SERVICHECK ALQUILA EXCEPCIONAL PISO EN LA MEJOR ZONA DE MADRID****** *****OPCIONAL DE ENTREGA AMUEBLADA A ESTRENAR ****** Para mas informacion y coordinar visitas llamar a Marcelo Sacolle al.",True,good,False,False,,21.0,{},{'typology': 'flat'},"{'subtitle': 'Sol, Madrid', 'title': 'Piso'}",True,False,True,False,{},[],False,False,marce_vara1h,
107788397,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/36/7c/1323762694.webp,28,5,1750.0,"{'price': {'amount': 1750.0, 'currencySuffix': '€/mes'}}",flat,rent,56.0,True,1,1,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4383722,-3.680318,False,https://www.idealista.com/inmueble/107788397/,"Vivienda2 ofrece gran oportunidad de alquiler de temporada en el exclusivo barrio El Viso, se trata de un piso totalmente amueblado y listo para entrar a vivir.  Consta de una habitación con cama doble, armarios empotrados, salón - comedor con sofá doble, sillón, TV, comedor de 4 sillas, grandes ventanas que hacen que entren mucha luz natural, orientación este con vista a jardines. La cocina está equipada con todos los electrodomésticos como vitrocerámica, horno, microondas, lavavajillas y nevera, también incluye menaje por lo cual no necesitas mucho más. Tiene un baño completo con plato de ducha y un espacio especial para la lavadora.  La finca cuenta con portero físico y jardines para disfrutar del buen clima.  La ubicación es inmejorable ya que se encuentra en una zona concurrida muy céntrica, a pocos metros del intercambiador de avenida América que conecta con el resto de la ciudad y cercanías, así como también el metro (L4, L6, L7, L9) y Núñez de Balboa (L5) a 5 minutos andando. Parada de autobuses cercanas (12, 29, 52).  Muy cercano al IE Business School, Museo Lázaro Galdiano, Hospital de La Princesa y a todo tipo de servicios como restaurantes, tiendas, supermercados, gimnasios y más.  Si te interesa pide una cita con nosotros para visitar el piso y hacer de tu estancia en la ciudad lo más cómoda posible en una de las mejores zonas de Madrid.",False,good,False,True,,31.0,{},{'typology': 'flat'},"{'subtitle': 'El Viso, Madrid', 'title': 'Piso'}",False,False,False,False,{},[],False,False,50004201,
